(City: Careyland, Pop: 5086547, Elevation: 1645.0)
(City: Julianton, Pop: 26909210, Elevation: 2987.0)
(City: Vidatown, Pop: 19628135, Elevation: 194.0)
(City: WestElenorborough, Pop: 43270983, Elevation: 1514.0)
(City: WestAnjali, Pop: 42093718, Elevation: 3308.0)
(City: Lemuelfort, Pop: 7015781, Elevation: 1756.0)
(City: WestDimitriside, Pop: 6182125, Elevation: 3615.0)
(City: Joestad, Pop: 19040554, Elevation: 285.0)
(City: Laurianefort, Pop: 33280864, Elevation: 3982.0)
(City: Aleneborough, Pop: 7533669, Elevation: 600.0)
(City: Connellyberg, Pop: 25873642, Elevation: 892.0)
(City: Courtneyport, Pop: 26072266, Elevation: 2521.0)
(City: Bahringerfurt, Pop: 44820117, Elevation: 1309.0)
(City: SouthDaphneyview, Pop: 38763919, Elevation: 3135.0)
(City: WestMike, Pop: 5088821, Elevation: 3072.0)
(City: Lillianside, Pop: 46016171, Elevation: 1126.0)
(City: Sanfordchester, Pop: 31455467, Elevation: 3510.0)
(City: Jedediahton, Pop: 19650182, Elevation: 928.0)
(City: Cristville, Pop: 33574738, Elevation: 3651.0)
(City: Madalynfort, Pop: 6841982, Elevation: 173.0)
(City: PortOrloton, Pop: 41355268, Elevation: 193.0)
(City: WestLeifhaven, Pop: 28406969, Elevation: 162.0)
(City: Boganfort, Pop: 18038972, Elevation: 2976.0)
(City: SouthDavidton, Pop: 909422, Elevation: 278.0)
(City: WestReillyland, Pop: 43876452, Elevation: 1278.0)
(City: NewZachery, Pop: 3824366, Elevation: 3666.0)
(City: Schadenfort, Pop: 15646519, Elevation: 1290.0)
(City: SouthOlafside, Pop: 10237586, Elevation: 1251.0)
(City: Camronborough, Pop: 1135158, Elevation: 2891.0)
(City: Caspermouth, Pop: 27243232, Elevation: 3866.0)
(City: NewMargaret, Pop: 18229031, Elevation: 3763.0)
(City: Kennedifort, Pop: 28635785, Elevation: 1285.0)
(City: EastAlbertofurt, Pop: 7793956, Elevation: 2345.0)
(City: PortJeromy, Pop: 20043072, Elevation: 1016.0)
(City: Leonardberg, Pop: 23813554, Elevation: 43.0)
(City: EastBailee, Pop: 594759, Elevation: 3173.0)
(City: Jacintostad, Pop: 24095908, Elevation: 2721.0)
(City: EastMichealland, Pop: 443714, Elevation: 1304.0)
(City: Justinastad, Pop: 24561825, Elevation: 633.0)
(City: Conroystad, Pop: 45749363, Elevation: 2818.0)
(City: WestKiara, Pop: 9173737, Elevation: 3606.0)
(City: LakeLolitashire, Pop: 26954439, Elevation: 1971.0)
(City: PortAlessandroland, Pop: 8492933, Elevation: 1566.0)
(City: NewOrion, Pop: 9070337, Elevation: 2905.0)
(City: WestAlisa, Pop: 43822343, Elevation: 2036.0)
(City: Moisesside, Pop: 900140, Elevation: 1268.0)
(City: NewMaritzaburgh, Pop: 47512747, Elevation: 1797.0)
(City: Meaghanport, Pop: 32859230, Elevation: 715.0)
(City: Danielstad, Pop: 37182645, Elevation: 1014.0)
(City: WestJarvisburgh, Pop: 25369366, Elevation: 2073.0)
(City: LakePierremouth, Pop: 47764609, Elevation: 3662.0)
(City: Eribertohaven, Pop: 23828729, Elevation: 1150.0)
(City: Torpborough, Pop: 15259282, Elevation: 3319.0)
(City: Siennahaven, Pop: 46423219, Elevation: 2893.0)
(City: PortRashadville, Pop: 38593074, Elevation: 534.0)
(City: NewCassandra, Pop: 33768491, Elevation: 1305.0)
(City: EastIliana, Pop: 16099216, Elevation: 3241.0)
(City: WestJosiemouth, Pop: 49673071, Elevation: 179.0)
(City: EastErwinton, Pop: 46787043, Elevation: 97.0)
(City: Treutelberg, Pop: 28942569, Elevation: 2029.0)
(City: PortMarina, Pop: 5110292, Elevation: 1151.0)
(City: Natalieborough, Pop: 35096621, Elevation: 98.0)
(City: WestKamrenmouth, Pop: 32865441, Elevation: 3052.0)
(City: PortNoelia, Pop: 8422405, Elevation: 2051.0)
(City: Kamrynberg, Pop: 27751964, Elevation: -64.0)
(City: Rockyburgh, Pop: 8069298, Elevation: 3023.0)
(City: NewArnoldoborough, Pop: 36052937, Elevation: 1571.0)
(City: Eveshire, Pop: 44728374, Elevation: 264.0)
(City: Kerlukeborough, Pop: 32993409, Elevation: 3237.0)
(City: Vanessaton, Pop: 13812711, Elevation: -6.0)
(City: Coltshire, Pop: 19308784, Elevation: 201.0)
(City: SouthElna, Pop: 24416527, Elevation: 1071.0)
(City: Stromanside, Pop: 44570160, Elevation: 3144.0)
(City: NewQuinton, Pop: 22520258, Elevation: 827.0)
(City: NewArdella, Pop: 39549224, Elevation: 1297.0)
(City: LakeLeslie, Pop: 26520383, Elevation: 3519.0)
(City: Jonatanhaven, Pop: 47921196, Elevation: 2767.0)
(City: Veronaburgh, Pop: 35029418, Elevation: -56.0)
(City: Hortenseton, Pop: 33474023, Elevation: 2886.0)
(City: LakeKatelynnchester, Pop: 13027292, Elevation: 1061.0)
(City: LakeSylvanchester, Pop: 46830821, Elevation: 3598.0)
(City: WestJimmyburgh, Pop: 45306776, Elevation: 3104.0)
(City: Hillardview, Pop: 43205766, Elevation: 1874.0)
(City: Margueritechester, Pop: 18025454, Elevation: -48.0)
(City: LakeKelleyborough, Pop: 35211457, Elevation: 2205.0)
(City: Berenicefort, Pop: 23893253, Elevation: -29.0)
(City: Onieview, Pop: 8707790, Elevation: 2866.0)
(City: EastTristinstad, Pop: 29314067, Elevation: 2755.0)
(City: Abemouth, Pop: 14957588, Elevation: 3906.0)
(City: NorthBradford, Pop: 728489, Elevation: 2314.0)
(City: Fritschmouth, Pop: 40242624, Elevation: 1817.0)
(City: PortHubert, Pop: 36680817, Elevation: 3923.0)
(City: EastLizaberg, Pop: 40943792, Elevation: 429.0)
(City: Molliemouth, Pop: 14351406, Elevation: 2872.0)
(City: NorthDejuanstad, Pop: 33213007, Elevation: 3380.0)
(City: Johannaport, Pop: 11518301, Elevation: 2594.0)
(City: EastJonatanville, Pop: 40884231, Elevation: 2168.0)
(City: Runolfsdottirton, Pop: 26443615, Elevation: 1098.0)
(City: WestRetaside, Pop: 5390078, Elevation: 2427.0)
(City: NorthShaylee, Pop: 10585081, Elevation: 1562.0)
(City: NorthVioletteborough, Pop: 17239832, Elevation: 715.0)
(City: NewOrlo, Pop: 23970608, Elevation: 679.0)
(City: SouthHannaberg, Pop: 42153143, Elevation: 2423.0)
(City: Nasirburgh, Pop: 8835829, Elevation: 1466.0)
(City: WestHilbert, Pop: 84241, Elevation: 1659.0)
(City: Abigaletown, Pop: 28285536, Elevation: 1691.0)
(City: NewBeaulah, Pop: 49497622, Elevation: 2413.0)
(City: Cormiermouth, Pop: 26103246, Elevation: 640.0)
(City: Leilaside, Pop: 14687725, Elevation: 3783.0)
(City: NewLucy, Pop: 16997365, Elevation: 1792.0)
(City: NorthEttieton, Pop: 41431874, Elevation: 3928.0)
(City: Smithamchester, Pop: 6135338, Elevation: 1188.0)
(City: Koelpinside, Pop: 21976027, Elevation: 2901.0)
(City: Helmerton, Pop: 40977205, Elevation: 1274.0)
(City: Gennarohaven, Pop: 46339750, Elevation: 818.0)
(City: Kshlerinbury, Pop: 17151442, Elevation: 3434.0)
(City: PortMartina, Pop: 7210812, Elevation: 3196.0)
(City: WestTomchester, Pop: 8923755, Elevation: 1316.0)
(City: Joseport, Pop: 8443735, Elevation: 3268.0)
(City: Clementinahaven, Pop: 18886607, Elevation: 2917.0)
(City: Sophieton, Pop: 22628164, Elevation: 2194.0)
(City: Hirthefort, Pop: 17321544, Elevation: 1569.0)
(City: Jacobiland, Pop: 6435360, Elevation: 1961.0)
(City: Coltonburgh, Pop: 19509710, Elevation: 2393.0)
(City: NewScot, Pop: 33100681, Elevation: 1298.0)
(City: Mayerberg, Pop: 35753583, Elevation: 2460.0)
(City: Rempelland, Pop: 534881, Elevation: 2094.0)
(City: SouthHuldaville, Pop: 44971573, Elevation: 1457.0)
(City: NewLuciousland, Pop: 36214405, Elevation: 653.0)
(City: Hauckton, Pop: 33961721, Elevation: 2266.0)
(City: WestLindseyside, Pop: 16570643, Elevation: 2396.0)
(City: Devonbury, Pop: 22594363, Elevation: 1021.0)
(City: WestAllanbury, Pop: 10304765, Elevation: 502.0)
(City: Dorisburgh, Pop: 16586850, Elevation: 1927.0)
(City: Daughertyville, Pop: 42696615, Elevation: 1280.0)
(City: WestErik, Pop: 12573678, Elevation: 2326.0)
(City: EastWilson, Pop: 19493854, Elevation: 732.0)
(City: EastClementfort, Pop: 32791967, Elevation: 1339.0)
(City: EastJeanmouth, Pop: 21181496, Elevation: -74.0)
(City: NorthRhodaport, Pop: 21057408, Elevation: 1155.0)
(City: Jeanettemouth, Pop: 13898384, Elevation: 1811.0)
(City: LakeFelicitastad, Pop: 18671689, Elevation: 2768.0)
(City: Lonfort, Pop: 40200494, Elevation: 2491.0)
(City: Pricetown, Pop: 15516244, Elevation: 3383.0)
(City: LakeLauriannehaven, Pop: 45613804, Elevation: 2701.0)
(City: EastBernadinebury, Pop: 18332423, Elevation: 112.0)
(City: Fritschside, Pop: 7337418, Elevation: 2282.0)
(City: Lindgrenshire, Pop: 15053288, Elevation: 3396.0)
(City: Brockfort, Pop: 38836125, Elevation: 3482.0)
(City: NewHailieburgh, Pop: 12079104, Elevation: 1107.0)
(City: EastCalliebury, Pop: 19580142, Elevation: 2571.0)
(City: NewJordyhaven, Pop: 32640880, Elevation: 1792.0)
(City: Darrelchester, Pop: 44933119, Elevation: 3617.0)
(City: Hettingerhaven, Pop: 46058884, Elevation: 1305.0)
(City: Pagacport, Pop: 13814612, Elevation: 513.0)
(City: NorthHayleymouth, Pop: 43412323, Elevation: 3702.0)
(City: Aracelibury, Pop: 39715778, Elevation: 3423.0)
(City: NewDarrionville, Pop: 27549615, Elevation: 482.0)
(City: EastUlices, Pop: 750130, Elevation: 1476.0)
(City: NorthVernie, Pop: 30400528, Elevation: 78.0)
(City: Emelyton, Pop: 16588877, Elevation: 82.0)
(City: Ebertside, Pop: 20772778, Elevation: 1745.0)
(City: WestHunter, Pop: 6376815, Elevation: 3795.0)
(City: Mullerton, Pop: 25584297, Elevation: 2829.0)
(City: NorthJaqueline, Pop: 34344095, Elevation: 270.0)
(City: Maeganburgh, Pop: 25988694, Elevation: 1931.0)
(City: PortJuliofort, Pop: 42637067, Elevation: 1396.0)
(City: Delaneystad, Pop: 23878130, Elevation: 3612.0)
(City: SouthMikaylaside, Pop: 30747417, Elevation: 267.0)
(City: Walkerfurt, Pop: 38077516, Elevation: 2385.0)
(City: Shayneland, Pop: 48213966, Elevation: 3003.0)
(City: LakeBeth, Pop: 44375734, Elevation: -21.0)
(City: Carolview, Pop: 49182710, Elevation: 771.0)
(City: EastMelissa, Pop: 29811041, Elevation: 3996.0)
(City: Waltertown, Pop: 22329252, Elevation: 3137.0)
(City: PortAidantown, Pop: 13326068, Elevation: 3211.0)
(City: Marjoriechester, Pop: 876792, Elevation: 331.0)
(City: Sedrickstad, Pop: 29297616, Elevation: 2735.0)
(City: Harrisbury, Pop: 42368877, Elevation: 1845.0)
(City: NorthFletcher, Pop: 46435605, Elevation: 1964.0)
(City: PortSummerville, Pop: 40316023, Elevation: 1300.0)
(City: EastElena, Pop: 30452735, Elevation: 167.0)
(City: Hansentown, Pop: 28704771, Elevation: 1113.0)
(City: Ullrichborough, Pop: 10746788, Elevation: 1681.0)
(City: Emardtown, Pop: 38834053, Elevation: 3917.0)
(City: LakeKeith, Pop: 13587919, Elevation: 476.0)
(City: PortAlexander, Pop: 16860891, Elevation: 3644.0)
(City: LakePhoebe, Pop: 2080267, Elevation: 736.0)
(City: SouthJorgeland, Pop: 38989986, Elevation: 1256.0)
(City: EastSamara, Pop: 39986972, Elevation: 2568.0)
(City: NorthMackchester, Pop: 25060011, Elevation: 3879.0)
(City: Diegoburgh, Pop: 33738913, Elevation: 75.0)
(City: NorthAustin, Pop: 34040811, Elevation: 3147.0)
(City: Dietrichtown, Pop: 49879915, Elevation: 3352.0)
(City: Nickville, Pop: 49215716, Elevation: -62.0)
(City: Carterside, Pop: 43269310, Elevation: 1837.0)
(City: Serenitybury, Pop: 43917402, Elevation: 2567.0)
(City: Nataliastad, Pop: 33369813, Elevation: 3316.0)
(City: Londonborough, Pop: 24740557, Elevation: 812.0)
(City: LakePearlie, Pop: 271727, Elevation: 13.0)
(City: LakeJeramy, Pop: 30224823, Elevation: 1017.0)
(City: SouthFurman, Pop: 31749547, Elevation: 3822.0)
(City: WestRoy, Pop: 22385432, Elevation: 1034.0)
(City: PortMadonna, Pop: 47092215, Elevation: 1025.0)
(City: LakeEleanore, Pop: 25292967, Elevation: 3190.0)
(City: EastNellieburgh, Pop: 14106853, Elevation: 2792.0)
(City: EastVernice, Pop: 33930464, Elevation: 288.0)
(City: Cliftonfurt, Pop: 37047911, Elevation: 1249.0)
(City: Reillyfort, Pop: 19846262, Elevation: 1861.0)
(City: NewKeyon, Pop: 27566446, Elevation: 3482.0)
(City: Tremblayfurt, Pop: 23112373, Elevation: 3458.0)
(City: Kochville, Pop: 29572031, Elevation: 868.0)
(City: NorthNeilville, Pop: 40720688, Elevation: 732.0)
(City: Janeland, Pop: 9176198, Elevation: 2063.0)
(City: NewMarisolside, Pop: 3543696, Elevation: 1093.0)
(City: LakeMaud, Pop: 30167624, Elevation: 3979.0)
(City: NewLexie, Pop: 16281947, Elevation: 1980.0)
(City: PortGolden, Pop: 43843319, Elevation: 3371.0)
(City: WestDamian, Pop: 48491261, Elevation: 2746.0)
(City: McLaughlinmouth, Pop: 26962307, Elevation: 1339.0)
(City: Predovicchester, Pop: 30580903, Elevation: 643.0)
(City: Devanteburgh, Pop: 9159325, Elevation: 3559.0)
(City: Wilfredberg, Pop: 20215070, Elevation: 204.0)
(City: EastJoshmouth, Pop: 41452637, Elevation: 3531.0)
(City: NorthIsacfurt, Pop: 49353989, Elevation: 455.0)
(City: Sawaynfurt, Pop: 35060365, Elevation: 2343.0)
(City: LakeCheyanneborough, Pop: 46960410, Elevation: 16.0)
(City: Brisaburgh, Pop: 8619114, Elevation: 331.0)
(City: Rempelton, Pop: 36110331, Elevation: 2894.0)
(City: SouthRamirohaven, Pop: 17905901, Elevation: 2129.0)
(City: WestDougberg, Pop: 13124761, Elevation: 2691.0)
(City: LakeWilfred, Pop: 48389510, Elevation: 3072.0)
(City: Strosinmouth, Pop: 36575444, Elevation: 2781.0)
(City: Joaquinview, Pop: 31697453, Elevation: 695.0)
(City: Adrainshire, Pop: 33634562, Elevation: 3541.0)
(City: PortPearlineside, Pop: 27923359, Elevation: 3994.0)
(City: Janetville, Pop: 31748613, Elevation: 266.0)
(City: Alvertaview, Pop: 48775389, Elevation: 1243.0)
(City: NewJo, Pop: 46693358, Elevation: 1420.0)
(City: NorthDoyleberg, Pop: 1203577, Elevation: 762.0)
(City: EastJohaven, Pop: 39781828, Elevation: 1345.0)
(City: PortCarley, Pop: 21010111, Elevation: 1682.0)
(City: NewLilyan, Pop: 39647766, Elevation: 2696.0)
(City: EastErwin, Pop: 9566168, Elevation: 3384.0)
(City: NewSheldonstad, Pop: 15545980, Elevation: 1532.0)
(City: Kihnton, Pop: 43374621, Elevation: 2339.0)
(City: Kochton, Pop: 22936423, Elevation: 2011.0)
(City: Gloverborough, Pop: 47796089, Elevation: 880.0)
(City: Oranstad, Pop: 19367602, Elevation: 3881.0)
(City: Antoniohaven, Pop: 840035, Elevation: 2751.0)
(City: Kiehnfurt, Pop: 29105315, Elevation: 2990.0)
(City: McKenzieland, Pop: 770526, Elevation: 1231.0)
(City: PortStefanfort, Pop: 38211535, Elevation: 2659.0)
(City: PortKamryn, Pop: 9345837, Elevation: 3307.0)
(City: Kendrachester, Pop: 15347232, Elevation: 1372.0)
(City: Raynorberg, Pop: 18652664, Elevation: 2562.0)
(City: EastDanteside, Pop: 37505576, Elevation: 3148.0)
(City: Ulicesview, Pop: 25995033, Elevation: 2845.0)
(City: Simonistown, Pop: 18554732, Elevation: 3799.0)
(City: Rebafort, Pop: 35190295, Elevation: 568.0)
(City: WestHanna, Pop: 26994352, Elevation: 493.0)
(City: EastBuford, Pop: 9938666, Elevation: 1248.0)
(City: Amparoville, Pop: 27151930, Elevation: 3458.0)
(City: Blockhaven, Pop: 22871106, Elevation: 483.0)
(City: LakeDuncanstad, Pop: 48642127, Elevation: 3310.0)
(City: Claytown, Pop: 44094632, Elevation: 1120.0)
(City: Noeliaville, Pop: 39227377, Elevation: 1375.0)
(City: Meghanton, Pop: 12905408, Elevation: 1611.0)
(City: Rhettfurt, Pop: 27103383, Elevation: 699.0)
(City: WestKarelleside, Pop: 44730694, Elevation: 434.0)
(City: Vandervortview, Pop: 48125180, Elevation: 3443.0)
(City: Heaneyfort, Pop: 33887583, Elevation: 1681.0)
(City: Tyrelltown, Pop: 31539133, Elevation: 1026.0)
(City: EastNina, Pop: 13422859, Elevation: 1420.0)
(City: Caterinafort, Pop: 22261766, Elevation: 1589.0)
(City: WestRogers, Pop: 42328851, Elevation: 3523.0)
(City: NorthLester, Pop: 22430659, Elevation: 411.0)
(City: Ebertberg, Pop: 35800071, Elevation: 3006.0)
(City: SouthChristiana, Pop: 24148982, Elevation: 836.0)
(City: Lebsackshire, Pop: 8784909, Elevation: 3498.0)
(City: NewAudreyville, Pop: 12866920, Elevation: 3443.0)
(City: SouthJaida, Pop: 44177706, Elevation: 2310.0)
(City: LakeNonaside, Pop: 19036560, Elevation: 2299.0)
(City: Bradtkeville, Pop: 26287231, Elevation: 3603.0)
(City: WestOnaton, Pop: 37387649, Elevation: 3307.0)
(City: NewCassiechester, Pop: 39534788, Elevation: 181.0)
(City: LakeJeremyton, Pop: 45861386, Elevation: 3448.0)
(City: LakeKarineshire, Pop: 42804417, Elevation: 2424.0)
(City: NewMertiefort, Pop: 25674335, Elevation: 1947.0)
(City: Reynoldsfort, Pop: 47883019, Elevation: 967.0)
(City: WestNicholeton, Pop: 896321, Elevation: 404.0)
(City: Prohaskamouth, Pop: 43578695, Elevation: 1597.0)
(City: Hoegerview, Pop: 24145698, Elevation: 3356.0)
(City: Hamillmouth, Pop: 49569885, Elevation: 2581.0)
(City: WestEthyl, Pop: 17707351, Elevation: 1875.0)
(City: Francisbury, Pop: 18510362, Elevation: 1452.0)
(City: Croninside, Pop: 28033442, Elevation: 3848.0)
(City: NorthEulahview, Pop: 547934, Elevation: 3736.0)
(City: Reubenville, Pop: 47977700, Elevation: 801.0)
(City: O'Connerchester, Pop: 36005342, Elevation: 2650.0)
(City: NewReidbury, Pop: 37516523, Elevation: 3814.0)
(City: NewAmelieside, Pop: 49662336, Elevation: 3475.0)
(City: Julianfurt, Pop: 36408820, Elevation: 1835.0)
(City: PortEdwina, Pop: 16239728, Elevation: 2708.0)
(City: SouthShad, Pop: 34753214, Elevation: 1106.0)
(City: NewViva, Pop: 2658601, Elevation: -36.0)
(City: LakeAlberthafurt, Pop: 3523061, Elevation: 1208.0)
(City: NewKurtisstad, Pop: 32676519, Elevation: 1838.0)
(City: Boyerside, Pop: 10692944, Elevation: 840.0)
(City: Aufderharport, Pop: 48167839, Elevation: 1441.0)
(City: LakeMallorychester, Pop: 2122569, Elevation: 969.0)
(City: Robelmouth, Pop: 44079214, Elevation: 502.0)
(City: Hillardside, Pop: 7958370, Elevation: 433.0)
(City: Strosinbury, Pop: 17980975, Elevation: 89.0)
(City: Mohrport, Pop: 5111940, Elevation: 85.0)
(City: Baumbachport, Pop: 18025385, Elevation: 3863.0)
(City: Langoshberg, Pop: 38769077, Elevation: 2497.0)
(City: SouthMauricio, Pop: 9031859, Elevation: 3153.0)
(City: Kohlerburgh, Pop: 29513360, Elevation: 37.0)
(City: SouthVivianhaven, Pop: 19590253, Elevation: 3087.0)
(City: Okunevaton, Pop: 12740732, Elevation: 3248.0)
(City: Christophefort, Pop: 45295213, Elevation: 1580.0)
(City: Lebsackport, Pop: 26974148, Elevation: 1896.0)
(City: Fadelchester, Pop: 22781406, Elevation: 3824.0)
(City: PortOswald, Pop: 40601348, Elevation: 1332.0)
(City: Toyberg, Pop: 9605900, Elevation: 2996.0)
(City: Lindland, Pop: 44810176, Elevation: 655.0)
(City: PortBrett, Pop: 18760859, Elevation: 1957.0)
(City: Geoffreyville, Pop: 8869468, Elevation: 485.0)
(City: WestQuentinbury, Pop: 29253452, Elevation: 298.0)
(City: Meggiehaven, Pop: 46199960, Elevation: 71.0)
(City: NewMorganview, Pop: 39365788, Elevation: 1357.0)
(City: LakeLanemouth, Pop: 39118552, Elevation: 3137.0)
(City: Albertofurt, Pop: 39814037, Elevation: 1134.0)
(City: Wilkinsontown, Pop: 12639689, Elevation: 2059.0)
(City: NorthNellefurt, Pop: 45730312, Elevation: 3198.0)
(City: LakeLexie, Pop: 24585550, Elevation: -41.0)
(City: Myrnastad, Pop: 1126663, Elevation: 2501.0)
(City: Vestaport, Pop: 17793537, Elevation: 3993.0)
(City: Altenwerthbury, Pop: 25980660, Elevation: 1797.0)
(City: Elnaborough, Pop: 38285477, Elevation: 1296.0)
(City: SouthClement, Pop: 26955805, Elevation: 3040.0)
(City: Lemkestad, Pop: 593004, Elevation: 3853.0)
(City: Claudiestad, Pop: 13308970, Elevation: 2726.0)
(City: Sydneefurt, Pop: 6345603, Elevation: 2294.0)
(City: LakeBrennanberg, Pop: 19592088, Elevation: 1126.0)
(City: Ibrahimburgh, Pop: 2706190, Elevation: 3210.0)
(City: EastMariebury, Pop: 40953579, Elevation: 1304.0)
(City: Shanahanport, Pop: 44527418, Elevation: 463.0)
(City: NorthLawson, Pop: 36437130, Elevation: 1627.0)
(City: Denesiktown, Pop: 17556516, Elevation: 2151.0)
(City: Leuschkeville, Pop: 48995579, Elevation: 2488.0)
(City: NorthBrendan, Pop: 41851070, Elevation: 3978.0)
(City: LakeRoslyn, Pop: 9875099, Elevation: 1398.0)
(City: Lakinmouth, Pop: 8289446, Elevation: 407.0)
(City: O'Keefeborough, Pop: 11363582, Elevation: 2700.0)
(City: Howellfort, Pop: 24638928, Elevation: 1030.0)
(City: Paxtonbury, Pop: 24024504, Elevation: 2537.0)
(City: Bergnaumbury, Pop: 18916686, Elevation: 2475.0)
(City: Bertabury, Pop: 45130121, Elevation: 111.0)
(City: PortJulien, Pop: 36094311, Elevation: -27.0)
(City: Patienceberg, Pop: 31525809, Elevation: 580.0)
(City: NewMilan, Pop: 34844899, Elevation: 2448.0)
(City: NorthAlanisview, Pop: 13615275, Elevation: 49.0)
(City: Berthaville, Pop: 48952666, Elevation: 803.0)
(City: Douglasstad, Pop: 47151911, Elevation: 2007.0)
(City: Schultzmouth, Pop: 49966104, Elevation: 1543.0)
(City: EastGabriella, Pop: 34431858, Elevation: 2185.0)
(City: PortArielbury, Pop: 25669887, Elevation: 3429.0)
(City: SouthEarleneport, Pop: 15085677, Elevation: 1049.0)
(City: Roobburgh, Pop: 28482706, Elevation: 563.0)
(City: LakeDomingoburgh, Pop: 41479165, Elevation: 1760.0)
(City: Marcellefurt, Pop: 14765131, Elevation: 276.0)
(City: Collierberg, Pop: 33690838, Elevation: 1413.0)
(City: PortCooper, Pop: 10640265, Elevation: 3822.0)
(City: WestRenee, Pop: 3743383, Elevation: 3059.0)
(City: PortDanialville, Pop: 30182010, Elevation: 1431.0)
(City: Dickensfurt, Pop: 31233869, Elevation: 1894.0)
(City: Elishamouth, Pop: 47761609, Elevation: 3812.0)
(City: SouthLouiefort, Pop: 28994036, Elevation: 1184.0)
(City: Schmelerfort, Pop: 6657421, Elevation: 2590.0)
(City: Othotown, Pop: 23150896, Elevation: 761.0)
(City: Kihnmouth, Pop: 21507840, Elevation: 2486.0)
(City: Jermainehaven, Pop: 18072191, Elevation: 2776.0)
(City: LakeTimmy, Pop: 327283, Elevation: 3602.0)
(City: LakeMadilyn, Pop: 46820614, Elevation: 2090.0)
(City: PortTaya, Pop: 42612301, Elevation: 1024.0)
(City: Isobelfurt, Pop: 16359764, Elevation: 2970.0)
(City: LakeErnestinastad, Pop: 38270445, Elevation: 3551.0)
(City: Hellerchester, Pop: 12487936, Elevation: 2922.0)
(City: Aronshire, Pop: 20397973, Elevation: 3011.0)
(City: Rosenbaumberg, Pop: 39038434, Elevation: 1083.0)
(City: SouthDoviehaven, Pop: 23480955, Elevation: 1588.0)
(City: SouthLizeth, Pop: 8111729, Elevation: 175.0)
(City: Cortezshire, Pop: 46193327, Elevation: 3748.0)
(City: WestDaytonmouth, Pop: 25543424, Elevation: 800.0)
(City: SouthFlavio, Pop: 15205055, Elevation: 3851.0)
(City: Wiltonton, Pop: 28058311, Elevation: 151.0)
(City: LakePaolo, Pop: 39078960, Elevation: 1426.0)
(City: Candaceland, Pop: 2266018, Elevation: 3598.0)
(City: Boylestad, Pop: 19438813, Elevation: 751.0)
(City: WestSaulfort, Pop: 30640232, Elevation: 1413.0)
(City: NorthMattville, Pop: 42405308, Elevation: 3710.0)
(City: Alexandrafort, Pop: 32161655, Elevation: 2364.0)
(City: Isaiahburgh, Pop: 4741261, Elevation: 1613.0)
(City: Blickville, Pop: 45647634, Elevation: 418.0)
(City: Schneiderview, Pop: 4644772, Elevation: 2950.0)
(City: Funkhaven, Pop: 6923684, Elevation: 3218.0)
(City: Marcosfurt, Pop: 18957806, Elevation: 3868.0)
(City: Jesuschester, Pop: 2101072, Elevation: 678.0)
(City: Kavontown, Pop: 38106660, Elevation: 455.0)
(City: Rubyechester, Pop: 2682507, Elevation: 2096.0)
(City: EastEdward, Pop: 13097310, Elevation: 1497.0)
(City: Emiliaburgh, Pop: 47619277, Elevation: 1502.0)
(City: Lavinatown, Pop: 5389097, Elevation: 1932.0)
(City: LakeWilfridborough, Pop: 31817316, Elevation: 2331.0)
(City: Bashirianland, Pop: 19441112, Elevation: 3928.0)
(City: EastScottie, Pop: 45864684, Elevation: 858.0)
(City: Hoseaside, Pop: 2733906, Elevation: 649.0)
(City: Lonzobury, Pop: 14950642, Elevation: 133.0)
(City: Davischester, Pop: 23537232, Elevation: 3932.0)
(City: Jastmouth, Pop: 37361015, Elevation: 3115.0)
(City: WestGussiemouth, Pop: 31295522, Elevation: 3491.0)
(City: PortGiuseppestad, Pop: 31751594, Elevation: 382.0)
(City: Kuhnmouth, Pop: 30456592, Elevation: 948.0)
(City: WestImani, Pop: 39461992, Elevation: 3785.0)
(City: EastNoemifort, Pop: 43245217, Elevation: 3881.0)
(City: SouthDejon, Pop: 40465576, Elevation: -36.0)
(City: Laurencefort, Pop: 33619097, Elevation: 292.0)
(City: LakeBernitatown, Pop: 28050795, Elevation: 3689.0)
(City: Terrenceview, Pop: 26740769, Elevation: 3032.0)
(City: EastMelynaside, Pop: 5896754, Elevation: 788.0)
(City: Goldabury, Pop: 39053604, Elevation: 2072.0)
(City: Geovannibury, Pop: 8507486, Elevation: 514.0)
(City: Willmouth, Pop: 12140294, Elevation: 3992.0)
(City: Boganberg, Pop: 1778242, Elevation: 3636.0)
(City: NewEtha, Pop: 22497218, Elevation: 3927.0)
(City: EastEddiefort, Pop: 35537748, Elevation: 3785.0)
(City: EastSalvatorebury, Pop: 1226992, Elevation: 3330.0)
(City: NorthGrayce, Pop: 26818508, Elevation: 1244.0)
(City: Emmerichtown, Pop: 16112405, Elevation: 484.0)
(City: WestLuz, Pop: 37863093, Elevation: 3993.0)
(City: PortNealstad, Pop: 17832718, Elevation: 2082.0)
(City: Murrayview, Pop: 21408716, Elevation: 49.0)
(City: Nolanborough, Pop: 17327037, Elevation: 3444.0)
(City: Funkton, Pop: 43304265, Elevation: 1359.0)
(City: Tyshawnmouth, Pop: 28264714, Elevation: 499.0)
(City: SouthLinnea, Pop: 5900963, Elevation: 1377.0)
(City: EastHildegardside, Pop: 46407041, Elevation: 2616.0)
(City: Kuhlmanstad, Pop: 11820864, Elevation: 674.0)
